2023-11-13 02:42:41, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,95,0A,C2,0A,13,00,95,0A,C2,0A,00,00,00,00,00,00,00,00,91,0A,94,0A,7C,02,D2,04,D3,04,69,03,08,0B,29,00,
2023-11-13 02:42:51, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,93,0A,C0,0A,14,00,94,0A,C0,0A,00,00,00,00,00,00,00,00,93,0A,99,0A,7C,02,D2,04,D2,04,68,03,08,0B,F8,04,
2023-11-13 02:43:01, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,8E,0A,BD,0A,16,00,91,0A,BD,0A,00,00,00,00,00,00,00,00,8E,0A,90,0A,7D,02,D2,04,D3,04,66,03,09,0B,FA,04,
2023-11-13 02:43:11, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,97,0A,C4,0A,14,00,97,0A,C4,0A,00,00,00,00,00,00,00,00,97,0A,9B,0A,7C,02,D2,04,D2,04,69,03,09,0B,F9,04,
2023-11-13 02:43:21, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,90,0A,C0,0A,12,00,91,0A,C0,0A,00,00,00,00,00,00,00,00,90,0A,93,0A,7C,02,D2,04,D3,04,67,03,07,0B,F9,04,
2023-11-13 02:43:31, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,96,0A,C4,0A,14,00,97,0A,C4,0A,00,00,00,00,00,00,00,00,96,0A,98,0A,7C,02,D1,04,D3,04,68,03,08,0B,F9,04,
2023-11-13 02:43:41, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,90,0A,BF,0A,15,00,92,0A,BF,0A,00,00,00,00,00,00,00,00,90,0A,92,0A,7B,02,D2,04,D3,04,67,03,08,0B,F7,04,
2023-11-13 02:43:51, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,94,0A,C4,0A,13,00,96,0A,C4,0A,00,00,00,00,00,00,00,00,95,0A,94,0A,7C,02,D2,04,D3,04,69,03,09,0B,F8,04,
2023-11-13 02:44:07, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,95,0A,C4,0A,13,00,95,0A,C4,0A,00,00,00,00,00,00,00,00,96,0A,98,0A,7C,02,D1,04,D2,04,67,03,08,0B,F8,04,
2023-11-13 02:44:17, 55,1C,AA,0A,00,14,00,00,7F,0C,55,03,55,0C,DD,07,05,08,05,08,14,02,C8,54,C8,74,C8,40,55,08,2A,0C,11,00,AB,02,3C,0C,B4,0C,00,00,00,00,00,00,00,00,22,02,50,02,71,0C,16,0C,22,02,50,02,71,0C,16,0C,64,06,10,06,AA,06,01,FC,F8,C3,B9,21,00,00,00,00,00,00,00,00,00,00,40,22,00,00,03,00,00,00,91,0A,BF,0A,16,00,92,0A,BF,0A,00,00,00,00,00,00,00,00,91,0A,93,0A,7C,02,D1,04,D3,04,67,03,08,0B,F9,04,
